Date,Title,Summary,Source,URL
20220204,Hertz hires a former Goldman Sachs finance chief as its C.E.O.,"Hertz has appointed Stephen M. Scherr, former chief financial officer at Goldman Sachs, as its new chief executive. Scherr, who spent nearly three decades at Goldman Sachs, will assume his role on February 28, taking over a company that recently emerged from bankruptcy. His appointment comes as Hertz plans to expand its fleet with 100,000 Teslas and aims for a formidable position in the future of mobility and fleet management.",The New York Times,https://www.nytimes.com/2022/02/04/business/hertz-stephen-scherr.html
20220204,Hertz names ex-Goldman finance chief Stephen Scherr as CEO,"Hertz Global Holdings has appointed Stephen Scherr, former Goldman Sachs CFO, as its new chief executive officer, effective end of February. Scherr replaces interim CEO Mark Fields and joins Hertz during a pivotal time as the company electrifies its fleet, including a significant deal to acquire 100,000 Tesla vehicles. This leadership change and strategic direction follow Hertz's emergence from bankruptcy and a strong rebound in demand.",The Detroit News,https://www.detroitnews.com/story/business/2022/02/04/hertz-names-ex-goldman-finance-chief-stephen-scherr-ceo/6662431001/
20220207,Tesla says the SEC delivered another subpoena in ongoing conflict over Musk tweets,"Tesla revealed that the U.S. Securities and Exchange Commission issued a new subpoena to the company in November 2021. The SEC is investigating whether Elon Musk and Tesla have complied with their 2019 settlement agreement, especially concerning Musk's public tweets about the company. This ongoing scrutiny follows a Twitter ""poll"" by Musk in which he asked if he should sell 10% of his shares.",CNBC,https://www.cnbc.com/2022/02/07/tesla-got-sec-subpoena-over-prior-settlement-agreement.html
20220207,"Tesla Q4 2021 Report Shows Major Year-to-Year Increases, Stable Growth in Solar","Tesla reported substantial year-to-year growth in its solar business for Q4 2021, with 345 megawatts deployed in 2021, a 68% increase from 2020. Despite this, supply chain issues, particularly concerning chip manufacturing, are expected to hinder future growth in both vehicle and energy sectors. The company also faces new competition in solar roofing and controversial legislation regarding solar incentives in California.",Roofing Contractor,https://www.roofingcontractor.com/articles/96626-tesla-q4-2021-report-shows-major-year-to-year-increases-stable-growth-in-solar
20220207,Tesla charges up matching contribution for 401(k) plan,"Tesla has increased the matching contribution for its 401(k) plan. This move was announced by Rob Kozlowski on February 7, 2022. The article provides only the headline and author information, without further details on the specific changes to the 401(k) plan.",Pensions & Investments,https://www.pionline.com/defined-contribution/tesla-charges-matching-contribution-401k-plan/
20220208,Tesla (TSLA) Reports Almost $2B Worth of Bitcoin Holdings in 2021,"Tesla reported holding almost $2 billion worth of Bitcoin on its balance sheet at the end of 2021, representing a 33% gain from its initial $1.5 billion investment. Despite this, the company faced $101 million in impairment charges throughout 2021 due to Bitcoin's price volatility, particularly as crypto markets experienced a downturn towards the end of the year and into 2022. Tesla remains bullish on digital assets, viewing them as both an investment and a liquid alternative to cash, and plans to adjust its holdings based on market conditions.",Investopedia,https://www.investopedia.com/tesla-reports-almost-usd2b-in-bitcoin-holdings-5218384
20220210,Ford poaches former Tesla engineering director Alan Clarke,"Ford has recruited Alan Clarke, a former engineering director at Tesla, to join its team. This move highlights the competitive landscape between traditional automakers and electric vehicle pioneers in attracting top talent for future automotive innovations. The article, published in February 2022, emphasizes a strategic hire by Ford to bolster its engineering capabilities.",Automotive News,https://www.autonews.com/executives/ford-poaches-former-tesla-engineering-director-alan-clarke/
20220210,"$ARKK, Shopify & Tesla’s PE – What’s Trending on YCharts?","This article highlights the most popular stocks, funds, and economic data pages on YCharts in January 2022, based on pageview data. Key trends included interest in Tesla's PE ratio, Shopify's significant drawdown, and the ARK Innovation ETF's declining performance. It details the most viewed company and fund pages, as well as economic data trends like the S&P 500's P/E ratio.",YCharts,https://get.ycharts.com/resources/blog/arkk-etf-shopify-tesla-pe-ratio-trending-on-ycharts/
20220210,Top Tesla engineer hired by Ford after 12 years with EV industry leader,"Ford Motor Co. has hired Alan Clarke, a top engineer who spent 12 years at Tesla, to join its advanced electric vehicle development department. Clarke will report to Doug Field, another former Tesla engineer who now leads Ford's advanced technology and embedded systems. This move is part of Ford's strategy to aggressively compete with Tesla in the electric vehicle market, bringing in new talent with extensive EV development experience.",Detroit Free Press,https://www.freep.com/story/money/cars/ford/2022/02/10/top-tesla-engineer-alan-clarke-hired-ford-electric-vehicles/6735225001/
20220210,"Tesla's Bitcoin Investment Hits Nearly $2 Billion—Here's How That Compares To Billionaire Novogratz's Galaxy, Dorsey's Square And More","Tesla's Bitcoin holdings reached nearly $2 billion by the end of December, despite a $101 million depreciation last year due to volatility. The company holds about 43,200 Bitcoins, making it a significant corporate holder, though still behind MicroStrategy. Tesla maintains that it believes in the long-term potential of digital assets but faces scrutiny regarding Bitcoin's volatility and accounting rules.",vocal.media,https://vocal.media/trader/tesla-s-bitcoin-investment-hits-nearly-2-billion-here-s-how-that-compares-to-billionaire-novogratz-s-galaxy-dorsey-s-square-and-more
20220210,"California sues Tesla for alleged discrimination, racial slurs at plant","California regulators have sued Tesla Inc., alleging widespread racial discrimination and racial slurs targeting Black employees at its Fremont factory. The lawsuit, filed by the California Department of Fair Employment and Housing, claims Tesla ignored years of complaints, leading to a racially segregated environment where Black workers were subjected to derogatory terms and harassment. Tesla preemptively denied the allegations, calling the lawsuit ""unfair and counterproductive,"" while the state seeks back pay, reinstatements, and punitive damages for affected employees.",PBS,https://www.pbs.org/newshour/economy/california-sues-tesla-for-alleged-discrimination-racial-slurs-at-plant
20220210,"Tesla recalls over 500,000 U.S. vehicles to fix pedestrian warning sounds","Tesla is recalling 578,607 vehicles in the U.S. due to concerns that its ""Boombox"" feature, which allows sounds to be played through an external speaker, could obscure essential pedestrian warning sounds. This recall, initiated after scrutiny from the National Highway Traffic Safety Administration (NHTSA), will be addressed through an over-the-air software update disabling Boombox functionality in Drive, Neutral, and Reverse modes. This is one of several recent recalls by Tesla involving software issues, highlighting increased regulatory attention on the company's features.",Reuters,https://www.reuters.com/business/autos-transportation/tesla-recalls-nearly-579000-us-vehicles-over-pedestrian-warning-risk-sounds-2022-02-10/
20220214,Tesla Stock vs. Alphabet Stock: Which Is the Better Buy Today?,"Morningstar compares Tesla (TSLA) and Alphabet (GOOGL) stock using proprietary metrics to determine which is the better investment. Alphabet is found to be undervalued and has a wider economic moat and lower uncertainty compared to Tesla, which is currently overvalued. Based on their ratings, Morningstar identifies Alphabet as the overall better buy today.",Morningstar,https://www.morningstar.com/stocks/tesla-stock-vs-alphabet-stock-which-is-better-buy-today
20220214,Federal prosecutors say a former HP worker scammed the company out of $4.8M and used it to buy a Tesla,"Federal prosecutors have accused Shelbee Szeto, a former HP employee, of scamming the company out of $4.8 million. Szeto allegedly routed corporate money to her personal bank account and used it to purchase luxury items including a Tesla, jewelry, and handbags. The complaint was filed on Friday, February 11, 2022.",The Business Journals,https://www.bizjournals.com/sanjose/news/2022/02/14/feds-accuse-ex-hp-worker-of-4-8m-fraud-scam.html
20220215,South Korea probes Tesla on suspicion of exaggerating mileage,"South Korea's antitrust regulator is investigating Tesla Inc. over allegations that the company exaggerated the mileage specifications of its batteries. The Korea Fair Trade Commission (KFTC) reportedly told Tesla that it misrepresented the mileage of some models, including the Model 3, particularly in cold weather. The KFTC plans to determine sanctions against the automaker.",Al Jazeera,https://www.aljazeera.com/economy/2022/2/15/south-korea-probes-tesla-on-suspicion-of-exaggerating-mileage
20220216,"Jaguar Land Rover, Nvidia ally in vehicle software arms race","Luxury automaker Jaguar Land Rover (JLR) has partnered with Nvidia to develop advanced computer brains and software for its vehicles launching from 2025 onwards. This collaboration aims to accelerate JLR's in-vehicle software development, enabling features like autonomous driving and parking, and providing more digital functions to drivers. The deal is a significant win for Nvidia in expanding its automotive industry presence and helps JLR compete with rivals like Tesla in digital technology.",Reuters,https://www.reuters.com/business/autos-transportation/jaguar-land-rover-nvidia-ally-vehicle-software-arms-race-2022-02-16/
20220217,"NHTSA opens safety probe into 416,000 Teslas for 'phantom braking'","The National Highway Traffic Safety Administration (NHTSA) has launched a safety probe into approximately 416,000 Tesla vehicles due to issues with ""phantom braking."" This investigation focuses on reports of unexpected braking incidents in certain Tesla models. The issue raises concerns regarding driver safety and the reliability of Tesla's advanced driver-assistance systems.",Automotive News,https://www.autonews.com/regulation-safety/nhtsa-opens-safety-probe-416000-teslas-phantom-braking/
20220217,"Elon Musk, Tesla attack SEC for 'unrelenting' harassment","Tesla Inc. and Elon Musk have accused the U.S. Securities and Exchange Commission (SEC) of engaging in ""unrelenting"" harassment and an ""endless"" investigation. They claim this is to punish Musk for his outspoken criticism of the government and to potentially ""chill his exercise of First Amendment rights."" The accusation was made in a letter to a U.S. District Judge, asking for a ""course correction"" regarding the SEC's scrutiny, which includes a recent subpoena concerning compliance with a 2018 settlement related to Musk's tweets.",Reuters,https://www.reuters.com/business/autos-transportation/elon-musk-tesla-attack-sec-endless-probe-2022-02-17/
20220217,Tesla Falls in Consumer Reports Ranking After Design Changes,"Tesla Inc. dropped significantly in Consumer Reports' annual auto brand rankings, falling to 23rd out of 32 brands. This decline is attributed to poorly received design changes, such as revamps to the steering wheel and turn signal, and ongoing reliability issues. The Model 3 also lost its ""top pick"" status in the electric vehicle category to Ford's Mustang Mach-E.",Bloomberg.com,https://www.bloomberg.com/news/articles/2022-02-17/tesla-tumbles-in-consumer-reports-ranking-after-design-changes
20220221,Best Electric Vehicle of 2022,"Cars.com has named the Tesla Model Y as its Best Electric Vehicle of 2022, citing its consumer-friendliness, roomy SUV features, impressive range, and reliable Supercharger network. The Ford Mustang Mach-E and Volvo XC40 Recharge Twin were also nominated. The Model Y is recognized for its significant role in accelerating EV adoption and Tesla's consistent product evolution through over-the-air updates.",Cars.com,https://www.cars.com/articles/best-electric-vehicle-of-2022-445835/
20220224,Tesla: We’ll open our charging network for federal cash,"Tesla has proposed opening its Supercharger network to other electric vehicles in exchange for federal funding from the Biden administration's $7.5 billion infrastructure plan. While this move could significantly boost the nation's EV charging infrastructure, Tesla is also requesting federal money for existing Tesla-only stalls alongside new universal chargers, a condition analysts believe is unlikely to be accepted. The decision presents a tricky balance for Tesla between maintaining exclusive access for its customers and capitalizing on federal incentives to expand its charging business.",E&E News by POLITICO,https://www.eenews.net/articles/tesla-well-open-our-charging-network-for-federal-cash/
20220224,U.S. safety agency probes 1.7 million Hondas after braking complaints,"U.S. safety regulators are investigating 1.7 million Honda vehicles, including the 2018-2019 Accord and 2017-2019 CR-V models, due to numerous complaints of inadvertent braking. The National Highway Traffic Safety Administration (NHTSA) has received 278 complaints, with six alleging minor injuries from collisions, and Honda has pledged full cooperation. This probe follows a similar investigation into 416,000 Tesla vehicles for unexpected brake activation.",Reuters,https://www.reuters.com/business/autos-transportation/us-transport-safety-regulator-probes-17-mln-honda-vehicles-over-unexpected-2022-02-24/
20220224,SEC probes Elon Musk and his brother Kimbal over stock sales,"The Securities and Exchange Commission (SEC) is investigating Elon Musk and his brother Kimbal for potential securities law violations related to stock sales in Tesla late last year. The inquiry focuses on transactions made just before Elon Musk polled his Twitter followers about selling a 10% stake in Tesla, with Kimbal Musk selling 88,500 shares worth about $109 million a day prior to the poll. This investigation adds to existing tensions between Musk and the SEC, stemming from a 2018 settlement over his tweeting habits.",Los Angeles Times,https://www.latimes.com/business/technology/story/2022-02-24/sec-probes-stock-sales-by-elon-musk-and-brother-kimbal
20220228,Panasonic to begin mass producing new Tesla battery by end-March 2024,"Panasonic announced it will start mass production of a new, larger lithium-ion battery for Tesla by the end of March 2024 at a plant in Japan. This 4680 format battery is about five times bigger than current models, which is expected to lower production costs for Tesla and improve vehicle range. Panasonic plans to build two new production lines at its Wakayama factory for this purpose, with an estimated investment of 80 billion yen.",Reuters,https://www.reuters.com/technology/panasonic-begin-mass-producing-new-tesla-battery-by-end-march-2022-02-28/
20220228,Steve Ivsan Joins Xos As Head of Program Management,"Xos, a manufacturer of battery-electric vehicles and powertrains, announced that Steve Ivsan has joined the company as Head of Program Management. Mr. Ivsan will be responsible for defining the product plan and roadmap, designing systems for efficiency, and managing programs, reporting to the COO. With nearly three decades of automotive experience, including roles at Tesla and Rivian, Ivsan brings extensive expertise to Xos during its growth phase.",citybiz,https://www.citybiz.co/article/223276/steve-ivsan-joins-xos-as-head-of-program-management/
20220302,Ford reveals radical plan to restructure automaker into three business units,"Ford is restructuring its operations into three distinct business units: Ford Blue for traditional internal combustion engines, Ford Model e for electric vehicles and connectivity, and its existing commercial arm. This strategic move aims to enhance the automaker's competitiveness against industry leaders like Tesla in the electric vehicle market. CEO Jim Farley stated that the change is designed to make the 118-year-old company more agile and focused.",Detroit Free Press,https://www.freep.com/story/money/cars/ford/2022/03/02/ford-ceo-jim-farley-unveils-plan-ev-model-e/6981544001/
20220303,Musk challenges UAW to seek organizing vote at Tesla's California plant,"Tesla CEO Elon Musk has publicly challenged the United Auto Workers (UAW) to organize a union vote at the company's California plant, stating Tesla would not interfere. This challenge comes after President Biden's State of the Union address, which highlighted unionized automakers but omitted Tesla, and amid discussions of potential federal subsidies for union-made EVs that could disadvantage Tesla. Experts suggest Musk's invitation is a strategic move to highlight his belief that Tesla's employees are well-compensated and won't unionize, potentially also benefiting the company's international operations in regions with stronger union support.",The Detroit News,https://www.detroitnews.com/story/business/autos/2022/03/03/elon-musk-challenge-uaw-unionize-tesla-california-plant/9358506002/
20220304,"Emerson Expands In Round Rock, CyberLandr Moves To Austin","Emerson is investing $9 million and creating at least 50 new jobs in Round Rock, Texas, to expand its operations. Meanwhile, Stream It, Inc. has moved its CyberLandr research and development facility to Austin, Texas, to further develop its innovative RV/camper designed for Tesla's Cybertruck, having already raised over $540,000 in crowdfunding and $110 million in preorders. Both companies are contributing to economic growth and job creation in the Central Texas region.",Business Facilities,https://businessfacilities.com/texas-emerson-expands-in-round-rock-cyberlandr-moves-to-austin/
20220307,Ford finally makes use of denying Tesla its ‘Model E',"Ford has named its new EV unit ""Model e,"" a name it previously prevented Tesla from using eight years ago. This move allows Ford to finally utilize the moniker it legally secured, prompting Tesla to change its desired ""Model E"" to ""Model 3"" for one of its vehicles. The article also includes several featured stories covering diverse topics such as Trump's tariffs, dealership buy-sells, and Jeffrey Epstein's interest in Carlos Ghosn's arrest.",Automotive News,https://www.autonews.com/automakers-suppliers/ford-calls-new-ev-unit-model-e-name-it-stopped-tesla-using-eight-years-ago/
20220307,E.C.D. Builds the Classic Defender of Your Fantasies,"E.C.D. Automotive Design, formerly East Coast Defenders, has grown into a significant bespoke vehicle business, restoring and customizing Land Rovers, including a new Tesla-powered electric drivetrain option. The company emphasizes quality, efficiency, and extensive customer customization, producing high-end Defenders that blend classic charm with modern amenities. Despite the high price tag, E.C.D. offers an exclusive and well-executed driving experience that new SUVs cannot replicate.",Road & Track,https://www.roadandtrack.com/car-culture/a39298980/ecd-electric-defender-review/
20220308,Tesla fights shareholder push to ditch carbon-rich crypto,"Tesla is seeking SEC approval to avoid a shareholder vote on a proposal to liquidate its cryptocurrency holdings due to environmental and volatility concerns. The proposal, filed by an Icelandic investor, criticizes the energy consumption of bitcoin mining and its reliance on fossil fuels, calling it a setback for Tesla's sustainability mission. Tesla argues the resolution is unnecessary and overly prescriptive, citing CEO Elon Musk's efforts to reduce crypto's carbon footprint and referring to crypto investments as a hedge against inflation.",E&E News by POLITICO,https://www.eenews.net/articles/tesla-fights-shareholder-push-to-ditch-carbon-rich-crypto/
20220309,"Tesla's Musk seeks to end SEC muzzle on tweets, could face uphill battle",Elon Musk has asked a federal judge to terminate his 2018 agreement with the SEC that requires some of his tweets to be pre-vetted by a lawyer. His lawyers claim the SEC's actions have become harassment and infringe on his right to free speech. Legal experts suggest Musk faces an uphill battle as courts generally uphold consent decrees and grant considerable leeway to the SEC in enforcing subpoenas.,Reuters,https://www.reuters.com/business/autos-transportation/musk-asks-us-judge-end-2018-sec-consent-decree-2022-03-08/
20220310,"Amazon (AMZN) Approves 20-for-1 Stock Split, $10B Buyback","Amazon's board of directors approved a 20-for-1 stock split and a $10 billion share buyback. This marks Amazon's first stock split since 1999 and is intended to make shares more accessible to a broader range of investors and employees. Other major tech companies like Apple, Tesla, and Alphabet have also undertaken stock splits recently.",Investopedia,https://www.investopedia.com/amazon-approves-20-for-1-stock-split-usd10b-buyback-5221732
20220310,Amazon announces 20-for-1 stock split,"Amazon announced a 20-for-1 stock split, following similar moves by other major tech companies like Alphabet, Apple, and Tesla. The article explains that a stock split divides existing shares into multiple, smaller-priced shares without changing the overall value of an investor's holdings or the company's market capitalization. Stock splits are often done to increase a stock's liquidity and make it more accessible to a wider range of investors, though in an era of fractional shares, some of the practical impact is diminished.",Morningstar,https://www.morningstar.com.au/stocks/amazon-announces-20-for-1-stock-split
20220311,CERAWEEK PG&E partners with Ford Motor on bidirectional EV charging,"California utility PG&E Corp is partnering with Ford Motor Co to bring bidirectional charging electric vehicles (EVs) to its customers, allowing EVs like the Ford F-150 Lightning to power homes for several days. This pilot program aims to test how these vehicles can support grid reliability by providing backup power. Ford CEO Jim Farley stated that the company plans to make most of its EVs bidirectional, distinguishing its approach from Tesla's due to its energy business.",Reuters,https://www.reuters.com/business/autos-transportation/ceraweek-pge-partners-with-ford-motor-bidirectional-ev-charging-2022-03-11/
20220314,Investors Are Standing by Cathie Wood Even As Short-ARK ETF Booms,"Despite the Short Innovation ETF (SARK) outperforming and surpassing Ark Invest's flagship Disruptive Innovation ETF (ARKK) in price, investors continue to show faith in Cathie Wood. The ARKK ETF has seen significant fund inflows year-to-date and since SARK's launch, indicating that while assets under management have decreased due to price action, underlying investor decisions are still supportive of Wood's long-term investment thesis. However, the performance of Tesla, ARKK's largest holding, could be a crucial test for investors' patience.",markets.businessinsider.com,https://markets.businessinsider.com/news/etf/cathie-wood-investors-commit-short-ark-etf-price-arkk-sark-2022-3
20220315,"The Zacks Analyst Blog Highlights Chevron, Exxon Mobil, Tesla, Target Corp, and Marriott International","This Zacks Analyst Blog highlights five U.S. corporate giants—Chevron, Exxon Mobil, Tesla, Target Corp, and Marriott International—as strong buy recommendations despite current market volatility, inflation, and geopolitical tensions. These companies are identified for their strong fundamentals, positive earnings estimate revisions, and solid growth potential. The article provides a detailed analysis of why each company is a compelling investment, citing their business models, market positioning, and financial outlook amidst challenging economic conditions.",Yahoo Finance,https://finance.yahoo.com/news/zacks-analyst-blog-highlights-chevron-103210806.html
20220315,Tesla raises prices for second time in days on rising costs,"Tesla has increased prices for its electric vehicles in China and the United States for the second time in less than a week. CEO Elon Musk cited significant inflationary pressure in raw materials and logistics as the reason behind the price hikes. This comes as the cost of metals used in car manufacturing, including those for EV batteries, has surged due to supply chain disruptions following Russia's invasion of Ukraine.",Reuters,https://www.reuters.com/business/autos-transportation/tesla-raises-prices-some-china-made-vehicles-2022-03-15/
20220316,Digital vehicle subscription service Autonomy teams up with Equifax,"Autonomy, a digital vehicle subscription service, has partnered with Equifax to enable fully digital subscription transactions through smartphones, potentially in as little as 10 minutes. This partnership utilizes Equifax’s InstaTouch ID for mobile consumer identity verification and authentication, alongside their data and analytics. Autonomy, which launched a Tesla Model 3 subscription program in California, aims to expand geographically and offer easy and affordable access to electric vehicles.",Canadian Auto Dealer,https://canadianautodealer.ca/2022/03/digital-vehicle-subscription-service-autonomy-teams-up-with-equifax/
20220316,"Musk’s Starlink Brings Internet to Ukraine, and Attention to a New Space Race","Elon Musk's Starlink has provided crucial satellite broadband service to Ukraine, particularly as Russian forces target infrastructure. This assistance highlights the growing importance of low-Earth-orbit (LEO) satellites, championed by companies like SpaceX and Amazon, in a new space race for global internet connectivity. These LEO satellites offer a smaller, more affordable alternative to traditional geostationary satellites for delivering internet access.",Bloomberg.com,https://www.bloomberg.com/news/articles/2022-03-16/musk-bezos-satellite-companies-target-low-orbit-networks
20220317,Musk Spared From Testifying in Tesla Autopilot Crash Suit,"A Florida judge has ruled that Elon Musk does not have to testify in a lawsuit blaming Tesla's Autopilot for a fatal crash. This decision, a significant win for Tesla, prevents lawyers for the deceased driver's family from questioning Musk directly regarding marketing decisions about the driver-assistance software. The judge stated that Tesla successfully demonstrated Musk lacks unique personal knowledge about the specific issues in the case, despite the family's attorneys arguing his testimony is crucial to understanding why the company marketed Autopilot with ""full self-driving capability"" when it wasn't.",Transport Topics,https://www.ttnews.com/articles/musk-spared-testifying-tesla-autopilot-crash-suit
20220317,"Annual Truck, RV & Car Warranty Trends, 17 March 2022","This article analyzes annual warranty trends for passenger cars, RVs, and trucks in the U.S. automotive industry for 2021. It examines claims, accruals, and expense rates for key manufacturers like Ford, GM, Tesla, Thor, Winnebago, Caterpillar, and Deere, highlighting how these metrics compare to sales growth. The report notes a general trend of declining warranty expenses relative to rising sales, though with some notable exceptions and varying patterns across segments.",Warranty Week,https://www.warrantyweek.com/archive/ww20220317.html
20220321,Billionaires Elon Musk and Michael Saylor: Dump the Dollar and Buy Physical Things,"Elon Musk and Michael Saylor advise investors to own ""physical things"" or scarce assets like Bitcoin instead of cash to combat high inflation. Musk, despite selling his homes and not considering digital assets ""physical,"" champions property and stocks in good companies. The article emphasizes that cash is losing value due to inflation, while physical assets like homes and used vehicles have seen significant price increases.",USFunds,https://www.usfunds.com/resource/billionaires-elon-musk-and-michel-saylor-dump-the-dollar-and-buy-physical-things/
20220323,Li Auto to raise price of Li ONE from April 1,"Li Auto announced it will increase the price of its Li ONE model by RMB 11,800 starting April 1, 2022, citing a sharp rise in raw material prices. This follows similar price adjustments by other EV manufacturers like Tesla, Xpeng, and BYD, all attributing the increases to rising raw material costs, particularly for batteries. While Li Auto and Xpeng are raising prices, Nio has stated it currently has no plans to do so.",CnEVPost,https://cnevpost.com/2022/03/23/li-auto-raises-price-of-li-one/
20220323,Hertz adds Tesla's Model Y to its EV fleet,"Hertz Global Holdings Inc has added Tesla Inc's electric mid-size SUV Model Y to its electric vehicle fleet. This expands on Hertz's previous order to purchase 100,000 electric cars, primarily Model 3 vehicles, from Tesla. The addition of the Model Y was reported by Electrek and follows a period where the initial large deal boosted Tesla's market value, despite Elon Musk stating no contract had been signed at one point.",Reuters,https://www.reuters.com/business/autos-transportation/hertz-adds-teslas-model-y-its-ev-fleet-2022-03-23/
20220324,HP finance manager went on $5m personal spending spree with company card,"Shelbee Szeto, a former HP finance planning manager, pleaded guilty to wire fraud, money laundering, and filing false tax returns after misappropriating approximately $5.2 million from the company. Szeto used company PCards to make payments to her own merchant accounts, then spent the funds on luxury items like Tesla and Porsche vehicles, high-end bags, and jewelry. Her sentencing is scheduled for July 20, 2022.",The Register,https://www.theregister.com/2022/03/24/hp_finance_manager_expense_fraud/
20220329,The ALPS Clean Energy ETF rises on energy shift to renewables,"The ALPS Clean Energy ETF (ACES) has seen a significant rise in its share price due to the accelerated global shift towards renewable energy, influenced by factors like Russia's invasion of Ukraine. This conflict has highlighted the need for greater energy diversification and prompted countries to reduce reliance on Russian oil and gas. Despite the ETF having a year-to-date daily loss, its key holdings in solar, wind, and electric vehicle sectors, including Enphase Energy, Plug Power, and Tesla, are benefiting from increased investment and customer demand.",CMC Markets,https://www.cmcmarkets.com/en-au/opto-partners/the-alps-clean-energy-etf-rises-on-energy-shift-to-renewables
20220330,How Tesla dropped to fourth in U.S. solar market share while Freedom Forever gained,"In 2021, the U.S. residential solar market grew by almost 30%, reaching 4.2 GW of new installations. Freedom Forever gained significant market share, growing 80% and unseating Tesla from the top three, while Tesla's shift to a technology supplier model led to its decline in installer rankings. Sunrun, despite a slight decline in market share for the second consecutive year, maintained its position as the top residential installer, and consolidation continued among market players and financiers.",Solar Builder,https://solarbuildermag.com/news/how-tesla-dropped-to-fourth-in-u-s-solar-market-share-while-freedom-forever-gained/
20220330,"Sunrun stays atop US residential solar market in 2021, Tesla out of top three","Sunrun maintained its leading position in the US residential solar market in 2021. Meanwhile, Tesla dropped out of the top three companies in the sector. This indicates a shift in market dominance within the residential solar industry.",Renewables Now,https://renewablesnow.com/news/sunrun-stays-atop-us-residential-solar-market-in-2021-tesla-out-of-top-three-779032/
20220331,How VW plans to slash production time at new plant in Germany,"Volkswagen aims to significantly reduce the production time for its cars at a new plant in Germany, specifically targeting a reduction to match or surpass Tesla's efficiency. This initiative addresses the current discrepancy where VW takes up to three times longer to build a vehicle compared to Tesla.",Automotive News,https://www.autonews.com/manufacturing/how-vw-plans-slash-production-time-new-plant-germany/
20220331,Secret Deals With Miners Allowed Tesla To Avoid Nickel Crisis: Report,"Tesla reportedly secured its nickel supply through secret deals with multiple mining companies, including a multi-year contract with Vale SA, since 2021. This proactive approach by Tesla, driven by Elon Musk's focus on vertical integration, has helped the company avoid the nickel crisis exacerbated by the Russian invasion of Ukraine and subsequent price surges. Tesla's CEO has consistently emphasized the importance of nickel supply for increasing EV production, anticipating a significant rise in demand for the material by 2030.",InsideEVs,https://insideevs.com/news/577039/secret-deals-miners-allowed-tesla-dodge-nickel-crisis/
20220331,The Unintended Consequences of Taxing Unrealized Capital Gains,"President Biden's proposed ""Billionaire Minimum Income Tax"" targets households worth over $100 million and would levy a 20% tax on both realized and unrealized capital gains. This article argues that taxing unrealized gains, such as the appreciation of a home not yet sold, could have significant negative consequences, including forcing billionaires like Elon Musk to sell large portions of their company stock, potentially impacting the broader market and 401(k)s. The author contends that the proposal is driven by envy and misunderstands the tax contributions already made by high-income earners.",USFunds,https://www.usfunds.com/resource/the-unintended-consequences-of-taxing-unrealized-capital-gains/
20220331,Focus: Build or buy? Automakers chasing Tesla rethink dependence on suppliers,"Traditional automakers are shifting strategy from relying on suppliers to vertically integrating more manufacturing in-house, especially for electric vehicles. This change is driven by Tesla's success with its proprietary technology and the supply chain disruptions experienced during the pandemic. Companies like Ford, Volkswagen, GM, and Mercedes-Benz are now investing in mines, motors, and battery production to gain more control and ownership over their EV technology.",Reuters,https://www.reuters.com/business/autos-transportation/build-or-buy-automakers-chasing-tesla-rethink-dependence-suppliers-2022-03-31/
20220401,G.M.’s and Toyota’s U.S. first-quarter sales fell sharply as a chip shortage persisted.,"General Motors and Toyota Motor experienced significant declines in their U.S. first-quarter sales due to the ongoing global semiconductor chip shortage. GM's sales dropped 20%, while Toyota's fell 15%, indicating that production disruptions continue to impact the automotive industry. Experts predict that inventory shortages will persist throughout the year, further exacerbated by factors like rising gas prices and the conflict in Ukraine.",The New York Times,https://www.nytimes.com/2022/04/01/business/toyota-general-motors-sales-reports.html
20220401,"Tech firm Applied Materials considers Hutto for $2.4 billion facility, hundreds of jobs","Applied Materials, a tech firm, is evaluating Hutto, Texas, as a potential site for a new $2.4 billion research and development facility, which could create hundreds of jobs. The Hutto Independent School District is considering tax breaks for the project, known as ""Project Acropolis."" This potential expansion highlights Central Texas's growing high-tech sector, following other major investments by companies like Samsung and Tesla.",Austin American-Statesman,https://www.statesman.com/story/business/2022/04/01/applied-materials-considers-hutto-tx-research-development/7245942001/
20220402,"Tesla delivers record 310,048 vehicles globally in 'exceptionally difficult' Q1, Elon Musk says","Tesla announced record vehicle deliveries of 310,048 globally in the first quarter, despite what Elon Musk described as an ""exceptionally difficult"" period. The company achieved this milestone, continuing its growth trajectory even in challenging market conditions.",Automotive News,https://www.autonews.com/retail/tesla-delivers-record-310048-vehicles-globally-exceptionally-difficult-q1-elon-musk-says/
20220404,Why Big Companies Like Tesla and Amazon Are Splitting Stocks,"This article explains what a stock split is and why major companies like Tesla, Amazon, and Alphabet execute them. It delves into the financial and psychological reasons behind stock splits, such as making shares more accessible to a wider range of investors and signaling positive future performance, despite the total market capitalization remaining unchanged. The piece also discusses the impact of stock splits on retail investors and highlights the strong post-split performance of such stocks.",HowStuffWorks,https://money.howstuffworks.com/stock-split.htm
